Timestamp,Your preferred/playa name,Title of Event,Event Description,Type of Event,Is your event family friendly?,At what time does the event start,For how long does the event run,What day(s) is the event occurring,Location,All-day events
29/06/2019 13:27:31,Marco,Thai Tantsu Group Massage Session,"We will use the care and the sensitive touch coming from Aquatic Bodywork, and the gentle stretches and acupressure techniques from Thai Yoga Massage, to connect with our partner and give a gentle and mindful full body massage. The group will receive guidance through the session and Givers will have time to connect with Receivers at their own time and at their own rhythm.",Workshop/Class,🤷‍♀️,00:15:00,2:00:00,Tuesday 23.,Tantric Tipi,
29/06/2019 14:47:51,JoLo,Overtone Gathering,"We invite all overtone singers out there to gather for an hour in our dark ceremonial space. This is not a ”how-to class” but simply a jam session playing around with our overtones, so some experience is prefered, but we welcome everything from low to high/weak to strong. ",Ritual/Ceremony,Nooooope 💦,16:00:00,1:00:00,Tuesday 23.,The Witches Burn,
29/06/2019 16:35:20,The Art of Embodiment,Morning Yoga: Moving in Space,"In this dynamic yoga class, we will explore our relationship to the space that surrounds us and try to embody the answers to these questions: How can we meet the space around us as we move our bodies? How can we feel supported by space in our movement? How can awareness of space help us become more present in our bodies? Bring your yoga mat!",Workshop/Class,Nooooope 💦,08:30:00,1:15:00,Thursday 25.,Bodyland,
29/06/2019 16:34:13,The Art of Embodiment,Morning Yoga: Connecting to Earth,"This morning, in particular, you might feel the need to ground and integrate the night adventures into your body. In this slower paced class, we will focus on grounding in our bodies and deepening our connection to Earth. Bring your yoga mat! ",Workshop/Class,Nooooope 💦,08:30:00,1:15:00,Saturday 27.,Bodyland,
29/06/2019 17:01:51,Michel,Playfight!,"Animals do it. Children do it. Why don't we do it anymore? 

Come alone or bring your nemesis to unleash your inner warrior and find deep connection through conscious wrestling. No fighting skills needed. ",Workshop/Class,Yes 🧸,14:00:00,2:00:00,Friday 26.,Bodyland,
29/06/2019 17:08:36,Embodied Connection,Embodied Presence in Connection and Community,"In this experiential workshop, we will learn body-based tools for staying centered in ourselves when engaging with others, as well as for allowing genuine connection with others. The workshop aims at getting you ready to experience both deep connectedness and belonging with others and to be in touch with your needs and boundaries as you navigate the wonderland of connection that Borderland is.",Workshop/Class,Nooooope 💦,13:30:00,2:30:00,Tuesday 23.,Bodyland,
29/06/2019 17:22:03,Helena,Burner Bootcamp,"Are you ready to get your sweat on? In this Bootcamp you will work with your body weight. It will be a combination of cardio and strength. Wear clothing that you can exercise in, bring WATER, a towel (for sweat) and if you fancy something to lie on the ground (yoga mat etc) ",Workshop/Class,Nooooope 💦,10:00:00,1:00:00,"Tuesday 23., Wednesday 24., Thursday 25.",Borderland Wellness Club Spa and Resport,
29/06/2019 17:30:31,Michel,Ecstatic Contact,Ecstatic Dance meets Contact Impro. Bring your fire and dive into a space full of sensuality and conscious play. ,Workshop/Class,🤷‍♀️,17:00:00,2:00:00,Thursday 25.,Bodyland,
30/06/2019 21:45:12,Rubiks Ramy,The Fox-Hole Techno Night,"A party, of epic Fox-Hole proportions. A progression of down-tempo techno, to tribal techno, melodic techno all the way to dark, sexy and pumping techno.

We can't wait to open up the Fox-Hole to Borderlands, and what better way to do that than exciting DJs, fabulous music and tantalising Fox-Hole energy. It's going to be big.
",DJ/Music,🤷‍♀️,20:00:00,9:00:00,Wednesday 24.,Foxhole,
03/07/2019 16:05:02,Elin Deurell,A Bite of Deliciousness - A Sensual Eating Experience ,"A hedonistic taste extravaganza were you are lead by your senses into deeper pleasures. A fun, sex positive space without expectations. Think strawberries & bubbles. 

• max 16-22 participants
• ca 2h workshop merging into an open play space. 
• Those who bring others they are open to play with or just an open mind seem to have a more immersive workshop. ",Workshop/Class,Nooooope 💦,15:00:00,4:00:00,Wednesday 24.,Foxhole,
30/06/2019 21:46:13,Rubiks Ramy,Downtempo Night,"The day after...the big techno event, 

The Fox-Hole have decided to keep their doors open, this time with a more chilled (but still sensual) affair, where we welcome downtempo and deep play techno to the Fox-Hole.

Come and revel in the energy.",DJ/Music,🤷‍♀️,20:00:00,9:00:00,Thursday 25.,Foxhole,
30/06/2019 21:46:53,Rubiks Ramy,The Fox-Hole Wild Cabaret,"A night for live performance! We invite live acts to come and perform at the Fox-Hole...from burlesque, drag queens to simply singing your heart out. This wild cabaret is about expression, sultry and down-right raunchy.

After the live cabaret, we will move onto a night of techno, inviting DJs to come and play their hearts out, favouring pumping, sexy and more experiment techno!",Performance,🤷‍♀️,20:00:00,9:00:00,Friday 26.,Foxhole,
29/06/2019 17:57:31,Alexander Paulski,Goalini meditation,"Goalini is the weird little sister of master Osho's kundalini meditation. We skip the hippie music and change it to techno, psy-trance and ambient. We dance, we scream, we meditate in silence. It might get sweaty as fuck.",Workshop/Class,🤷‍♀️,15:00:00,1:30:00,Saturday 27.,Foxhole,
30/06/2019 21:47:47,Rubiks Ramy,The Fox-Hole Speak Easy,"The day before the strike, with emotions running high, the Fox-Hole will host a speak easy bar. A place to grab a drink, connect with a fellow borderling and listen to jazzy, downtempo music. 

We will also be hosting DJs, playing downtempo techno and we have a special live set in store for you, which is sue to get you hugging your fellow borderling. 
",Party/Gathering,🤷‍♀️,20:00:00,9:00:00,Saturday 27.,Foxhole,
29/06/2019 18:44:18,Cedric,Morning Yoga: Ignite your inner Fire,"Fire is the element of transformation and determination. This frisky yoga class will wake you up and ignite the fire that’ll keep your burn alive throughout the week, leaving you focused and determined. Bring your mat!",Workshop/Class,Nooooope 💦,08:30:00,1:15:00,Tuesday 23.,Bodyland,
29/06/2019 18:45:50,Cedric,Morning Yoga: Allow and Flow – the Water element,"Come and integrate your week at Borderland, allowing what your body took in to land. A flowy, gentle-strong mixed class that’ll open you up and leave you fresh and flowy. Bring your mat!",Workshop/Class,Nooooope 💦,08:30:00,1:15:00,Sunday 28.,Bodyland,
29/06/2019 23:33:35,Ro and Kidsvillers,The Magic Porridge Procession,"An opulent morning porridge experience. Holy porridge on wheels, served to you at random times and at random places by small hands. The porridge is vegan and made with love.",Food,Yes 🧸,09:00:00,2:01:27,"Tuesday 23., Wednesday 24., Thursday 25., Friday 26., Saturday 27.",All over the place.,
09/07/2019 21:00:31,Roger,Brutal Truth Relating,"Authentic Relating Games with a twist; you have to tell the truth, the whole truth and nothing but the truth. Come alone or bring someone you want to destroy your relationship with. You can't handle the truth! ",Workshop/Class,🤷‍♀️,12:00:00,1:30:00,Thursday 25.,The Asshole by Camp Hostile,
30/06/2019 00:39:39,Jesper,Important Meeting,"There are some **serious problems** at the Börderland that needs to be discussed. You **all** know what these are and you know who’s responsible.

The agenda will be **fixed** and we want no damn last minute additions. 

*This is not a workshop!*

This is the place to **make decisions** and many will be made. You have no real influence but we expect you to be there and show your respect.",Ritual/Ceremony,🤷‍♀️,15:00:00,1:15:00,Thursday 25.,The Asshole by Camp Hostile,
30/06/2019 09:54:47,Mahé,Sacred Vibrations,"Begin your day in a wholehearted Journey in Soulconnection.
With Soft Touch, Meditation, Voice and Bodymovement.",Workshop/Class,Yes 🧸,10:45:00,1:00:00,Tuesday 23.,Tantric Tipi,
30/06/2019 09:59:29,Brooks,Craft your own Servitor,"An Introduction to Practical Chaos Magick 
Using a combination of sigil crafting and tarot reading, set your intention for the Borderland and create a servant to assist you in fulfilling it! If you have a Tarot deck, please bring it.",Ritual/Ceremony,🤷‍♀️,20:00:00,2:00:00,Monday 22.,Tantric Tipi,
30/06/2019 10:02:01,Helena,The Wellness Spa,"Are you stressed out and need to unwind? Come by our Wellness Spa for a delightful treatment that will find your inner zen. You can get massages with different devices to sooth your muscles, beauty treatments to release your inner goddess/god, or just unsplash in our luxury pool. We can not wait to host you, namaste",Care/Support,Yes 🧸,14:00:00,2:00:00,"Tuesday 23., Wednesday 24., Thursday 25.",Borderland Wellness Club Spa and Resport,
30/06/2019 10:02:58,SUBSPACE COWBOY,Orgasmic Breath Journey,Set your sails for the week and your life with an **Intentional Transformational Orgasmic Breath journey** hosted by Subspace Cowboy,Workshop/Class,Nooooope 💦,14:30:00,1:45:00,Tuesday 23.,Tantric Tipi,
30/06/2019 10:05:30,Mahé,Wholehearted Jouney of Touch," We will flow into the power of touch in a holistic body, mind, soul experience. Using the greatest tool of all to connect with each other: sexy Consent!",Workshop/Class,Nooooope 💦,16:30:00,2:00:00,Tuesday 23.,Tantric Tipi,
30/06/2019 10:07:27,Claudia and Nina,Pussy Wisdom,"Cocreated ceremony to all female beings to dive deeper and share your pussy knowledge, truth and experiences about sex and intimacy. This is a journey that will set the tone for the rest of your festival and support you to relate more consciously.",Ritual/Ceremony,Nooooope 💦,22:00:00,3:00:00,Tuesday 23.,Tantric Tipi,
30/06/2019 10:11:54,Claudia,Sensual morning dance,Awaken the chi. Qigong combined with somatic movement into inner wisdom and nature.,Workshop/Class,Yes 🧸,09:00:00,1:45:00,Wednesday 24.,Tantric Tipi,
30/06/2019 10:14:20,Raynefyre and Angels,Radical SelfLOVE & Rainbow Orgasmic Breath, A guided journey into the transformative and ecstatic potential of breath and life force.,Workshop/Class,Nooooope 💦,12:15:00,2:00:00,Wednesday 24.,Tantric Tipi,
30/06/2019 10:16:58,Sofia Cerne,Tantrickink & Tantricspanking,Combining the darker energies with playfulness and tantra in a polarity game using bodies and tools.,Workshop/Class,Nooooope 💦,14:30:00,1:45:00,Wednesday 24.,Tantric Tipi,
30/06/2019 10:17:22,Andy,Psychedelic hypnosis (guided trancendental self-realisation),"Using advanced hypnotic techniques, known to only a handful of specialist practioners, I will be exploring the first person experience of the infinite transcedental self-manifested in the eternal finite, this present moment. 
An understanding of higher self and psyche will be experienceable as part of this trance, possibly leading to spiritual epihpany and deeper knowledge of self.",Ritual/Ceremony,🤷‍♀️,12:00:00,2:00:00,Monday 22.,Psychonautic Chilldome,
30/06/2019 10:19:01,Naomi Joy Smith (Harmonious Jungle),Attenderness,"CARE is at the CORE of the REVOLUTION. A guided experience of awakening, embodying and perpetually nurturing your civic sensuality. #SEKSE",Workshop/Class,Nooooope 💦,16:30:00,2:00:00,Wednesday 24.,Tantric Tipi,
30/06/2019 10:22:33,Mahé,Serving Pain,"A experience in unconditional Love. An invitation to explore serving pain and pleasure in a playful, respectful heart to heart connection. Sex-postitive space",Workshop/Class,Nooooope 💦,20:00:00,3:30:00,Wednesday 24.,Tantric Tipi,
30/06/2019 10:25:07,Tantric Tipi,Open Play Space ,"Kinky, sensual playspace in the tantric tipi. You are welcome to explore :-)",Ritual/Ceremony,,23:30:00,1:30:00,Wednesday 24.,Tantric Tipi,
30/06/2019 10:25:15,Moad,Beginner Poi workshop ,Poi workshop for absolute beginners (or whatever level the people are <3).,Workshop/Class,🤷‍♀️,12:00:00,1:00:00,Tuesday 23.,Psychonautic Chilldome,
30/06/2019 10:27:50,Nina and Claudia,Surrender to a lap,Here is a space for you to feel held and to hold one another. Ask for what you need and you shall recieve.,Workshop/Class,Nooooope 💦,11:00:00,1:00:08,Thursday 25.,Tantric Tipi,
